,Gender,Country,Hired on,Terminated on,ACTION,Grade,Unnamed: 6,Unnamed: 7,Unnamed: 8,Ethnicity
931,M,2,03/21/2011,09/02/2014,2,1.0,,03/21/201109/02/2014,,Black or African American
932,M,2,02/27/2012,09/11/2014,1,1.0,,02/27/201209/11/2014,,Black or African American
933,M,2,02/03/2014,04/25/2014,2,1.0,,02/03/201404/25/2014,,Black or African American
934,M,2,01/27/2014,08/29/2014,2,1.0,,01/27/201408/29/2014,,Black or African American
935,M,2,06/30/2014,10/31/2014,1,1.0,,06/30/201410/31/2014,,Black or African American
936,F,2,01/20/2014,10/17/2014,1,1.0,,01/20/201410/17/2014,,Black or African American
937,F,2,09/06/2011,07/15/2015,1,1.0,,09/06/201107/15/2015,,Black or African American
938,M,2,05/07/2012,01/10/2014,1,1.0,,05/07/201201/10/2014,,Black or African American
939,M,2,07/31/2014,04/03/2015,2,1.0,,07/31/201404/03/2015,,Black or African American
940,M,2,05/29/2012,03/03/2015,1,1.0,,05/29/201203/03/2015,,Black or African American
941,F,2,03/04/2014,03/02/2015,1,1.0,,03/04/201403/02/2015,,Black or African American
942,F,2,01/28/2013,07/31/2014,1,1.0,,01/28/201307/31/2014,,Black or African American
943,F,2,03/11/2013,09/23/2014,1,1.0,,03/11/201309/23/2014,,Black or African American
944,M,2,11/11/2013,12/10/2014,2,1.0,,11/11/201312/10/2014,,Black or African American
945,M,2,08/28/2006,08/27/2014,1,1.0,,08/28/200608/27/2014,,Black or African American
946,F,1,07/21/2014,08/22/2014,2,1.0,,07/21/201408/22/2014,,Black or African American
947,F,2,08/30/2010,05/21/2014,1,1.0,,08/30/201005/21/2014,,Black or African American
948,M,2,09/13/2010,05/20/2015,1,1.0,,09/13/201005/20/2015,,Black or African American
949,F,2,02/10/1992,04/04/2014,2,1.0,,02/10/199204/04/2014,,Black or African American
950,M,2,04/04/2005,05/13/2014,2,1.0,,04/04/200505/13/2014,,Black or African American
951,F,2,10/25/2010,05/01/2015,2,1.0,,10/25/201005/01/2015,,Black or African American
952,F,2,07/25/2011,05/02/2014,2,1.0,,07/25/201105/02/2014,,Black or African American
953,M,1,11/08/2010,11/14/2014,1,1.0,,11/08/201011/14/2014,,Black or African American
954,M,2,06/20/2005,08/12/2014,2,3.0,,06/20/200508/12/2014,,Black or African American
955,M,2,07/15/2013,04/03/2015,1,1.0,,07/15/201304/03/2015,,Black or African American
956,M,2,08/12/2013,07/07/2014,2,1.0,,08/12/201307/07/2014,,Black or African American
957,F,2,08/05/2013,06/19/2015,1,1.0,,08/05/201306/19/2015,,Black or African American
958,F,2,07/21/2014,01/12/2015,1,1.0,,07/21/201401/12/2015,,Black or African American
959,M,2,02/18/2014,04/24/2015,1,1.0,,02/18/201404/24/2015,,Black or African American
960,M,2,12/09/2013,09/03/2014,2,1.0,,12/09/201309/03/2014,,Black or African American
961,F,2,09/02/2008,01/22/2014,2,1.0,,09/02/200801/22/2014,,Black or African American
962,F,2,04/09/2007,06/22/2015,1,1.0,,04/09/200706/22/2015,,Black or African American
963,M,2,08/15/2011,06/12/2015,2,1.0,,08/15/201106/12/2015,,Black or African American
964,F,2,08/30/2011,03/21/2014,1,2.0,,08/30/201103/21/2014,,Black or African American
965,M,2,05/15/2006,06/09/2014,1,1.0,,05/15/200606/09/2014,,Black or African American
966,M,2,06/23/2014,03/24/2015,2,1.0,,06/23/201403/24/2015,,Black or African American
967,F,1,01/21/2013,07/16/2014,2,1.0,,01/21/201307/16/2014,,Black or African American
968,M,1,09/17/2012,02/06/2015,1,1.0,,09/17/201202/06/2015,,Black or African American
969,M,1,03/12/2007,01/08/2016,1,1.0,,03/12/200701/08/2016,,Black or African American
970,M,2,01/07/2013,08/31/2015,1,1.0,,01/07/201308/31/2015,,Black or African American
971,M,2,09/24/2012,07/11/2014,1,1.0,,09/24/201207/11/2014,,Black or African American
972,M,2,07/26/2010,07/16/2014,1,7.0,,07/26/201007/16/2014,,Black or African American
973,F,2,04/16/2012,01/28/2015,1,1.0,,04/16/201201/28/2015,,Black or African American
974,M,2,07/07/2014,05/06/2015,2,1.0,,07/07/201405/06/2015,,Black or African American
975,M,2,09/14/2009,06/30/2015,1,1.0,,09/14/200906/30/2015,,Black or African American
976,M,2,08/23/2010,07/01/2015,1,1.0,,08/23/201007/01/2015,,Black or African American
977,F,2,09/18/2014,12/31/2014,1,1.0,,09/18/201412/31/2014,,Black or African American
978,M,2,09/22/2014,07/15/2015,1,4.0,,09/22/201407/15/2015,,Black or African American
979,F,2,07/09/2012,06/24/2015,1,1.0,,07/09/201206/24/2015,,Black or African American
980,M,2,04/29/2013,05/20/2015,1,1.0,,04/29/201305/20/2015,,Black or African American
981,M,1,07/30/2012,05/06/2015,1,1.0,,07/30/201205/06/2015,,Black or African American
982,M,1,07/08/2013,06/20/2014,2,1.0,,07/08/201306/20/2014,,Black or African American
983,M,2,05/31/2013,07/16/2015,2,1.0,,05/31/201307/16/2015,,Black or African American
984,M,2,06/09/2014,07/11/2014,1,1.0,,06/09/201407/11/2014,,Black or African American
985,M,2,11/17/2014,05/01/2015,1,1.0,,11/17/201405/01/2015,,Black or African American
986,M,2,02/09/2015,02/09/2015,1,1.0,,02/09/201502/09/2015,,Black or African American
987,M,1,03/09/2015,05/20/2015,1,1.0,,03/09/201505/20/2015,,Black or African American
988,M,2,05/18/2015,08/14/2015,1,1.0,,05/18/201508/14/2015,,Black or African American
989,M,1,08/10/2015,11/02/2015,1,1.0,,08/10/201511/02/2015,,Black or African American
990,M,2,10/29/2014,04/08/2016,1,1.0,,10/29/201404/08/2016,,Black or African American
991,M,2,03/30/2009,12/06/2016,2,1.0,,03/30/200912/06/2016,,Black or African American
992,M,2,05/23/1994,01/29/2016,1,7.0,,05/23/199401/29/2016,,Black or African American
993,M,2,08/19/2013,06/23/2016,1,1.0,,08/19/201306/23/2016,,Black or African American
994,F,2,06/18/2012,12/05/2016,1,1.0,,06/18/201212/05/2016,,Black or African American
995,F,2,08/29/2012,02/26/2016,1,1.0,,08/29/201202/26/2016,,Black or African American
996,F,2,02/20/2007,01/04/2016,1,1.0,,02/20/200701/04/2016,,Black or African American
997,M,2,08/01/2013,02/01/2016,1,1.0,,08/01/201302/01/2016,,Black or African American
998,M,2,06/12/2007,07/11/2016,2,2.0,,06/12/200707/11/2016,,Black or African American
999,M,2,11/07/2005,05/18/2016,2,1.0,,11/07/200505/18/2016,,Black or African American
1000,M,2,11/16/2015,06/15/2016,1,1.0,,11/16/201506/15/2016,,Black or African American
1001,M,2,08/10/2015,09/07/2016,1,1.0,,08/10/201509/07/2016,,Black or African American
1002,M,2,08/17/2015,08/29/2016,1,1.0,,08/17/201508/29/2016,,Black or African American
1003,F,2,09/22/2014,12/23/2015,1,1.0,,09/22/201412/23/2015,,Black or African American
1004,F,2,06/23/2014,04/04/2016,1,1.0,,06/23/201404/04/2016,,Black or African American
1005,M,2,06/29/2015,03/18/2016,1,1.0,,06/29/201503/18/2016,,Black or African American
1006,F,2,05/26/2015,06/03/2016,1,1.0,,05/26/201506/03/2016,,Black or African American
1007,M,2,12/27/2011,09/11/2015,1,1.0,,12/27/201109/11/2015,,Black or African American
1008,F,2,05/01/2007,09/15/2015,2,1.0,,05/01/200709/15/2015,,Black or African American
1009,M,2,11/17/2014,05/18/2016,1,1.0,,11/17/201405/18/2016,,Black or African American
1010,M,2,04/07/2014,07/19/2016,1,2.0,,04/07/201407/19/2016,,Black or African American
1011,F,2,04/15/2014,10/07/2015,1,1.0,,04/15/201410/07/2015,,Black or African American
1012,M,2,05/30/2006,07/18/2016,2,1.0,,05/30/200607/18/2016,,Black or African American
1013,F,2,05/01/2006,06/30/2016,2,1.0,,05/01/200606/30/2016,,Black or African American
1014,M,2,09/25/2006,01/22/2016,1,3.0,,09/25/200601/22/2016,,Black or African American
1015,F,2,12/22/2014,12/18/2015,1,1.0,,12/22/201412/18/2015,,Black or African American
1016,M,2,10/13/2008,02/02/2016,1,2.0,,10/13/200802/02/2016,,Black or African American
1017,M,2,11/18/2013,08/05/2016,2,1.0,,11/18/201308/05/2016,,Black or African American
1018,F,2,04/27/2015,07/25/2016,2,1.0,,04/27/201507/25/2016,,Black or African American
1019,M,2,08/05/2013,03/11/2016,1,1.0,,08/05/201303/11/2016,,Black or African American
1020,M,2,07/21/2014,05/17/2016,2,1.0,,07/21/201405/17/2016,,Black or African American
1021,M,2,09/22/2014,11/23/2016,2,1.0,,09/22/201411/23/2016,,Black or African American
1022,F,2,11/10/2014,01/11/2016,1,1.0,,11/10/201401/11/2016,,Black or African American
1023,M,2,09/29/2014,12/17/2015,1,1.0,,09/29/201412/17/2015,,Black or African American
1024,F,2,02/04/2013,08/07/2015,1,1.0,,02/04/201308/07/2015,,Black or African American
1025,F,2,11/16/2015,03/25/2016,1,1.0,,11/16/201503/25/2016,,Black or African American
1026,M,2,04/18/2016,01/17/2017,2,1.0,,04/18/201601/17/2017,,Black or African American
1027,F,1,02/08/2016,03/14/2016,1,1.0,,02/08/201603/14/2016,,Black or African American
1028,M,2,03/07/2016,06/27/2016,1,1.0,,03/07/201606/27/2016,,Black or African American
1029,F,1,02/16/2016,09/02/2016,1,1.0,,02/16/201609/02/2016,,Black or African American
1030,F,1,01/18/2016,05/27/2016,1,1.0,,01/18/201605/27/2016,,Black or African American
1031,M,2,02/08/2016,07/08/2016,1,1.0,,02/08/201607/08/2016,,Black or African American
1032,M,2,04/04/2016,11/23/2016,1,1.0,,04/04/201611/23/2016,,Black or African American
1033,F,2,06/13/2016,06/23/2016,1,1.0,,06/13/201606/23/2016,,Black or African American
1034,M,1,09/27/2016,11/30/2016,1,1.0,,09/27/201611/30/2016,,Black or African American
1035,M,1,06/08/2005,03/06/2015,2,1.0,,06/08/200503/06/2015,,Black or African American
1036,F,1,06/06/2011,11/08/2016,1,1.0,,06/06/201111/08/2016,,Black or African American
1037,F,1,06/14/2007,05/29/2015,1,1.0,,06/14/200705/29/2015,,Black or African American
1038,F,1,11/19/2007,06/05/2014,1,2.0,,11/19/200706/05/2014,,Black or African American
1039,M,1,09/10/1984,04/04/2014,1,1.0,,09/10/198404/04/2014,,Black or African American
1040,M,1,08/19/2013,03/08/2016,2,1.0,,08/19/201303/08/2016,,Black or African American
1041,F,1,11/27/2006,01/17/2014,1,1.0,,11/27/200601/17/2014,,Black or African American
1042,M,1,06/04/2012,03/31/2016,2,1.0,,06/04/201203/31/2016,,Black or African American
1043,F,1,09/02/2014,11/04/2015,2,1.0,,09/02/201411/04/2015,,Black or African American
1044,M,1,08/13/2012,01/03/2017,1,1.0,,08/13/201201/03/2017,,Black or African American
1045,M,1,10/17/1994,10/02/2015,2,5.0,,10/17/199410/02/2015,,Black or African American
1046,F,1,10/15/2012,02/22/2016,1,1.0,,10/15/201202/22/2016,,Black or African American
1047,F,1,08/07/2012,01/04/2016,1,1.0,,08/07/201201/04/2016,,Black or African American
1048,F,1,12/23/2007,01/31/2015,1,1.0,,12/23/200701/31/2015,,Black or African American
1049,F,1,10/21/2013,04/06/2015,1,1.0,,10/21/201304/06/2015,,Black or African American
1050,F,1,12/02/2013,01/16/2014,1,1.0,,12/02/201301/16/2014,,Black or African American
1051,F,1,12/23/2013,08/27/2014,1,1.0,,12/23/201308/27/2014,,Black or African American
1052,F,1,12/01/2005,02/28/2014,1,1.0,,12/01/200502/28/2014,,Black or African American
1053,F,1,06/16/2014,05/22/2015,1,1.0,,06/16/201405/22/2015,,Black or African American
1054,M,1,07/02/2014,08/31/2016,1,1.0,,07/02/201408/31/2016,,Black or African American
1055,M,2,06/06/2011,09/10/2014,1,1.0,,06/06/201109/10/2014,,Black or African American
1056,M,2,08/30/2004,03/27/2015,1,1.0,,08/30/200403/27/2015,,Black or African American
1057,M,1,02/06/2012,02/07/2014,1,1.0,,02/06/201202/07/2014,,Black or African American
1058,F,2,11/25/2013,06/03/2014,1,1.0,,11/25/201306/03/2014,,Black or African American
1059,F,2,12/23/2013,10/03/2014,1,1.0,,12/23/201310/03/2014,,Black or African American
1060,F,2,05/10/2010,06/10/2014,1,1.0,,05/10/201006/10/2014,,Black or African American
1061,M,2,04/12/2010,04/25/2014,1,1.0,,04/12/201004/25/2014,,Black or African American
1062,F,2,08/16/2010,08/29/2014,1,1.0,,08/16/201008/29/2014,,Black or African American
1063,M,2,09/20/2010,04/17/2014,2,1.0,,09/20/201004/17/2014,,Black or African American
1064,M,1,04/24/2000,07/16/2015,1,3.0,,04/24/200007/16/2015,,Black or African American
1065,M,2,01/11/1999,10/21/2014,1,7.0,,01/11/199910/21/2014,,Black or African American
1066,M,1,09/09/2013,01/06/2014,1,1.0,,09/09/201301/06/2014,,Black or African American
1067,M,1,09/10/2013,02/20/2015,1,1.0,,09/10/201302/20/2015,,Black or African American
1068,M,2,02/13/2012,12/01/2014,2,1.0,,02/13/201212/01/2014,,Black or African American
1069,F,2,05/16/2011,03/13/2015,1,1.0,,05/16/201103/13/2015,,Black or African American
1070,M,1,10/01/2013,04/01/2014,2,1.0,,10/01/201304/01/2014,,Black or African American
1071,F,2,08/26/2013,09/01/2015,2,1.0,,08/26/201309/01/2015,,Black or African American
1072,M,2,09/30/2013,10/13/2014,1,1.0,,09/30/201310/13/2014,,Black or African American
1073,F,2,02/16/2012,12/19/2014,1,1.0,,02/16/201212/19/2014,,Black or African American
1074,M,2,08/12/2013,12/19/2014,2,2.0,,08/12/201312/19/2014,,Black or African American
1075,M,2,11/18/2013,09/01/2015,2,1.0,,11/18/201309/01/2015,,Black or African American
1076,M,2,10/30/2013,06/13/2014,1,1.0,,10/30/201306/13/2014,,Black or African American
1077,F,2,07/22/2013,08/05/2015,1,1.0,,07/22/201308/05/2015,,Black or African American
1078,F,2,03/12/2012,07/08/2014,1,1.0,,03/12/201207/08/2014,,Black or African American
1079,M,2,05/19/2014,06/18/2015,1,1.0,,05/19/201406/18/2015,,Black or African American
1080,M,2,04/30/2012,10/03/2014,1,1.0,,04/30/201210/03/2014,,Black or African American
1081,M,2,07/15/2013,06/25/2014,2,1.0,,07/15/201306/25/2014,,Black or African American
1082,M,2,07/21/2014,07/20/2015,2,1.0,,07/21/201407/20/2015,,Black or African American
1083,M,2,09/15/2014,10/24/2014,1,1.0,,09/15/201410/24/2014,,Black or African American
1084,F,2,08/30/2013,03/17/2014,1,1.0,,08/30/201303/17/2014,,Black or African American
1085,M,2,05/18/2012,06/30/2014,1,1.0,,05/18/201206/30/2014,,Black or African American
1086,F,2,02/04/2013,03/26/2014,2,1.0,,02/04/201303/26/2014,,Black or African American
1087,M,2,01/16/2012,08/26/2015,2,1.0,,01/16/201208/26/2015,,Black or African American
1088,F,2,02/01/2012,06/22/2015,2,1.0,,02/01/201206/22/2015,,Black or African American
1089,F,1,01/20/2014,11/03/2016,1,1.0,,01/20/201411/03/2016,,Black or African American
1090,M,2,08/09/2010,11/05/2014,2,1.0,,08/09/201011/05/2014,,Black or African American
1091,M,2,08/30/2010,12/17/2014,1,5.0,,08/30/201012/17/2014,,Black or African American
1092,M,2,09/13/2010,08/28/2014,1,1.0,,09/13/201008/28/2014,,Black or African American
1093,M,2,01/10/2011,10/02/2014,1,1.0,,01/10/201110/02/2014,,Black or African American
1094,M,2,03/05/2012,11/20/2014,1,1.0,,03/05/201211/20/2014,,Black or African American
1095,M,1,11/19/2012,07/16/2014,2,1.0,,11/19/201207/16/2014,,Black or African American
1096,M,2,05/16/2005,12/17/2014,2,1.0,,05/16/200512/17/2014,,Black or African American
1097,M,2,12/06/2010,08/14/2015,1,5.0,,12/06/201008/14/2015,,Black or African American
1098,M,1,03/19/2001,03/28/2014,2,3.0,,03/19/200103/28/2014,,Black or African American
1099,F,2,12/02/2013,01/24/2014,1,1.0,,12/02/201301/24/2014,,Black or African American
1100,M,2,01/06/2014,05/29/2015,1,1.0,,01/06/201405/29/2015,,Black or African American
1101,M,2,06/11/2012,06/30/2015,2,1.0,,06/11/201206/30/2015,,Black or African American
1102,M,2,01/23/2006,11/14/2014,1,1.0,,01/23/200611/14/2014,,Black or African American
1103,F,2,09/01/2011,06/05/2014,1,5.0,,09/01/201106/05/2014,,Black or African American
1104,F,2,07/27/2006,06/27/2014,2,1.0,,07/27/200606/27/2014,,Black or African American
1105,M,2,10/13/2014,01/21/2015,1,1.0,,10/13/201401/21/2015,,Black or African American
1106,M,1,12/20/2011,01/30/2015,1,1.0,,12/20/201101/30/2015,,Black or African American
1107,M,2,06/27/2011,10/31/2014,1,6.0,,06/27/201110/31/2014,,Black or African American
1108,M,1,08/10/1998,02/13/2014,2,5.0,,08/10/199802/13/2014,,Black or African American
1109,M,1,01/15/2010,05/24/2016,2,1.0,,01/15/201005/24/2016,,Black or African American
1110,F,2,12/15/1997,06/05/2014,1,2.0,,12/15/199706/05/2014,,Black or African American
1111,F,1,09/09/1996,08/12/2014,1,1.0,,09/09/199608/12/2014,,Black or African American
1112,M,1,08/12/2013,03/19/2014,1,1.0,,08/12/201303/19/2014,,Black or African American
1113,M,2,04/09/2012,01/31/2014,1,5.0,,04/09/201201/31/2014,,Black or African American
1114,M,2,06/30/2014,01/16/2015,1,1.0,,06/30/201401/16/2015,,Black or African American
1115,M,2,09/08/2014,11/06/2014,2,1.0,,09/08/201411/06/2014,,Black or African American
1116,F,2,04/15/2014,05/20/2014,2,2.0,,04/15/201405/20/2014,,Black or African American
1117,M,2,05/18/2009,07/02/2015,1,2.0,,05/18/200907/02/2015,,Black or African American
1118,M,2,04/26/2010,05/22/2015,1,1.0,,04/26/201005/22/2015,,Black or African American
1119,M,2,10/05/2009,11/26/2014,1,1.0,,10/05/200911/26/2014,,Black or African American
1120,M,2,07/16/2012,06/18/2014,1,1.0,,07/16/201206/18/2014,,Black or African American
1121,F,2,03/17/2014,04/14/2015,1,1.0,,03/17/201404/14/2015,,Black or African American
1122,M,2,06/09/2014,07/13/2015,2,1.0,,06/09/201407/13/2015,,Black or African American
1123,F,1,10/21/2013,05/30/2014,1,1.0,,10/21/201305/30/2014,,Black or African American
1124,M,1,02/24/2014,10/23/2014,1,1.0,,02/24/201410/23/2014,,Black or African American
1125,M,1,07/07/2014,11/21/2016,2,1.0,,07/07/201411/21/2016,,Black or African American
1126,F,2,10/13/1995,06/09/2015,2,1.0,,10/13/199506/09/2015,,Black or African American
1127,M,1,01/04/2012,01/03/2014,1,1.0,,01/04/201201/03/2014,,Black or African American
1128,F,1,02/21/2012,10/23/2014,1,1.0,,02/21/201210/23/2014,,Black or African American
1129,M,1,09/03/2013,12/19/2014,1,1.0,,09/03/201312/19/2014,,Black or African American
1130,F,1,11/24/2014,12/24/2014,2,1.0,,11/24/201412/24/2014,,Black or African American
1131,M,1,02/23/2015,06/10/2016,1,1.0,,02/23/201506/10/2016,,Black or African American
1132,M,2,02/23/2015,08/26/2015,1,1.0,,02/23/201508/26/2015,,Black or African American
1133,M,1,02/22/2011,08/15/2014,1,1.0,,02/22/201108/15/2014,,Black or African American
1134,M,1,02/23/2015,08/11/2016,1,1.0,,02/23/201508/11/2016,,Black or African American
1135,M,2,03/23/2015,06/15/2015,2,2.0,,03/23/201506/15/2015,,Black or African American
1136,F,2,05/18/2015,08/27/2015,1,1.0,,05/18/201508/27/2015,,Black or African American
1137,M,1,07/27/2015,08/26/2016,1,1.0,,07/27/201508/26/2016,,Black or African American
1138,M,2,11/11/2010,04/23/2014,1,1.0,,11/11/201004/23/2014,,Black or African American
1139,M,2,04/12/2010,08/01/2016,2,1.0,,04/12/201008/01/2016,,Black or African American
1140,M,2,04/20/2015,05/24/2016,2,1.0,,04/20/201505/24/2016,,Black or African American
1141,M,2,12/04/2006,07/31/2016,1,2.0,,12/04/200607/31/2016,,Black or African American
1142,M,2,05/18/2015,04/22/2016,1,1.0,,05/18/201504/22/2016,,Black or African American
1143,F,2,05/13/2013,10/07/2016,1,1.0,,05/13/201310/07/2016,,Black or African American
1144,M,2,12/11/2013,01/05/2017,1,1.0,,12/11/201301/05/2017,,Black or African American
1145,M,2,10/27/2014,05/27/2016,1,1.0,,10/27/201405/27/2016,,Black or African American
1146,F,2,10/19/2015,07/22/2016,1,1.0,,10/19/201507/22/2016,,Black or African American
1147,M,2,05/12/2014,08/08/2014,1,1.0,,05/12/201408/08/2014,,Black or African American
1148,F,1,01/04/2016,12/09/2016,1,1.0,,01/04/201612/09/2016,,Black or African American
1149,F,2,02/15/2012,06/08/2016,1,1.0,,02/15/201206/08/2016,,Black or African American
1150,M,1,08/24/2015,09/21/2016,1,1.0,,08/24/201509/21/2016,,Black or African American
1151,F,2,02/02/2015,11/19/2015,1,1.0,,02/02/201511/19/2015,,Black or African American
1152,F,2,02/02/2015,12/18/2015,1,1.0,,02/02/201512/18/2015,,Black or African American
1153,F,2,11/17/2014,03/04/2016,1,1.0,,11/17/201403/04/2016,,Black or African American
1154,F,2,12/01/2014,06/10/2016,1,1.0,,12/01/201406/10/2016,,Black or African American
1155,M,2,07/13/2015,07/11/2016,2,1.0,,07/13/201507/11/2016,,Black or African American
1156,M,2,05/18/2015,04/07/2016,1,1.0,,05/18/201504/07/2016,,Black or African American
1157,F,2,08/05/1996,10/20/2015,1,1.0,,08/05/199610/20/2015,,Black or African American
1158,F,2,06/08/2015,01/08/2016,1,1.0,,06/08/201501/08/2016,,Black or African American
1159,F,2,02/12/1992,08/19/2016,1,1.0,,02/12/199208/19/2016,,Black or African American
1160,M,2,08/20/2007,06/03/2016,2,1.0,,08/20/200706/03/2016,,Black or African American
1161,M,2,03/18/2013,03/18/2016,2,1.0,,03/18/201303/18/2016,,Black or African American
1162,M,2,08/12/2013,03/25/2016,1,1.0,,08/12/201303/25/2016,,Black or African American
1163,M,2,06/09/2014,12/30/2016,1,1.0,,06/09/201412/30/2016,,Black or African American
1164,M,2,07/07/2014,12/21/2015,1,2.0,,07/07/201412/21/2015,,Black or African American
1165,M,2,11/30/2015,09/16/2016,1,1.0,,11/30/201509/16/2016,,Black or African American
1166,F,2,06/29/2015,10/30/2015,1,1.0,,06/29/201510/30/2015,,Black or African American
1167,M,2,06/30/2014,09/26/2016,1,1.0,,06/30/201409/26/2016,,Black or African American
1168,M,2,06/23/2014,12/02/2015,2,1.0,,06/23/201412/02/2015,,Black or African American
1169,M,2,11/07/1995,08/05/2016,2,1.0,,11/07/199508/05/2016,,Black or African American
1170,M,2,09/14/2009,12/04/2015,1,1.0,,09/14/200912/04/2015,,Black or African American
1171,M,2,05/24/2010,05/06/2016,1,1.0,,05/24/201005/06/2016,,Black or African American
1172,M,2,01/12/2015,10/28/2015,2,1.0,,01/12/201510/28/2015,,Black or African American
1173,M,2,11/08/2010,03/16/2016,1,1.0,,11/08/201003/16/2016,,Black or African American
1174,M,2,02/24/2011,09/22/2016,1,3.0,,02/24/201109/22/2016,,Black or African American
1175,M,2,04/20/1998,02/19/2016,1,6.0,,04/20/199802/19/2016,,Black or African American
1176,M,2,11/01/2011,01/05/2017,1,1.0,,11/01/201101/05/2017,,Black or African American
1177,M,2,12/27/2011,11/20/2015,2,1.0,,12/27/201111/20/2015,,Black or African American
1178,M,1,03/04/1996,01/03/2016,1,7.0,,03/04/199601/03/2016,,Black or African American
1179,M,2,07/27/2015,11/11/2015,2,1.0,,07/27/201511/11/2015,,Black or African American
1180,M,2,03/07/2016,03/23/2016,1,1.0,,03/07/201603/23/2016,,Black or African American
1181,M,1,02/03/2014,03/20/2015,1,1.0,,02/03/201403/20/2015,,Black or African American
1182,M,2,02/08/2016,06/13/2016,1,1.0,,02/08/201606/13/2016,,Black or African American
1183,F,1,06/27/2016,08/26/2016,1,1.0,,06/27/201608/26/2016,,Black or African American
1184,M,2,05/16/2016,08/12/2016,1,1.0,,05/16/201608/12/2016,,Black or African American
1185,M,2,05/16/2016,08/12/2016,1,1.0,,05/16/201608/12/2016,,Black or African American
1186,F,2,04/19/2006,08/31/2016,1,4.0,,04/19/200608/31/2016,,Black or African American
1187,M,2,04/26/2010,10/30/2012,1,1.0,,04/26/201010/30/2012,,Black or African American
1188,F,1,07/25/2016,07/29/2016,1,1.0,,07/25/201607/29/2016,,Black or African American
1189,F,1,09/13/2016,10/21/2016,1,1.0,,09/13/201610/21/2016,,Black or African American
1190,M,2,09/08/2015,04/21/2016,1,1.0,,09/08/201504/21/2016,,Black or African American
1191,M,1,05/11/2016,08/26/2016,1,1.0,,05/11/201608/26/2016,,Black or African American
